Station Code,Station Name,District,State,Trains passing through
FRH,Farhatnagar,Hardoi,Uttar Pradesh,0
FRK,Phaphara Kund,#N/A,,0
FRN,Fareni,#N/A,,0
FRTK,Fartikui,#N/A,,0
FSG,Phursungi,Pune,Maharashtra,0
FSP,Fateh Singhpura,Karauli,Rajasthan,5
FSR,Faqarsar,Sri Muktsar Sahib,Punjab,0
FSW,Fateh Singhwala,Ganganagar,Rajasthan,4
FTC,Fatehpur Chursi,Unnao,Uttar Pradesh,0
FTD,Fatehabad Chjn,Ujjain,Madhya Pradesh,14
FTG,Fursatganj,Amethi,Uttar Pradesh,6
FTH,Fatuhi,Ganganagar,Rajasthan,1
FTP,Fatehpur,Fatehpur,Uttar Pradesh,34
FTS,Fatehpur Sikri,Agra,Uttar Pradesh,4
FUT,Fatuha,Patna,Bihar,56
FYZ,Faizullapur,Fatehpur,Uttar Pradesh,1
FZD,Firozabad,Firozabad,Uttar Pradesh,39
FZL,Fazalpur,Bijnor,Uttar Pradesh,0
FZP,Firozpur City,Ferozepur,Punjab,2
FZR,Firozpur Cant,Fatehgarh Sahib,Punjab,28
G,Gondia Jn,Gondia,Maharashtra,109
GA,Gudha,Jaipur,Rajasthan,4
GAA,Galan,Jalgaon,Maharashtra,0
GAD,Gevra Road,Korba,Chhatisgarh,2
GADG,Gandhinagar Jai,#N/A,,0
GADH,Goaldih,Kendujhar,Odisha,2
GADJ,Gandhinagar Jaipur,Jaipur,Rajasthan,59
GADM,Ganga Dham,Gonda,Uttar Pradesh,1
GAE,Gaipura,Mirzapur,Uttar Pradesh,1
GAG,Gangaghat,Ranchi,Jharkhand,0
GAGA,Galgalia,Kishanganj,Bihar,2
GAH,Gawnaha,Pashchim Champaran,Bihar,0
GAHT,Ghusia Halt,Rohtas,Bihar,0
GAI,Gouchhari,Khagaria,Bihar,0
GAJ,Ganeshganj,Damoh,Madhya Pradesh,8
GAJB,Gajara Bahara,Singrauli,Madhya Pradesh,2
GAJU,Gaju Halt,Hardoi,Uttar Pradesh,0
GAK,Guakhra,#N/A,,0
GAL,Ghatla,Alwar,Rajasthan,0
GALA,Gunadala,Krishna,Andhra Pradesh,1
GALE,Gankar,Murshidabad,West Bengal,2
GAM,Ganjam,Ganjam,Odisha,8
GAMI,Gogameri,Hanumangarh,Rajasthan,4
GAMN,Gamani,#N/A,,0
GANG,Gangaganj,Rae Bareli,Uttar Pradesh,3
GANI,Gharni,Latur,Maharashtra,0
GANL,Ghanauli,Rupnagar,Punjab,2
GAO,Gaigaon,Akola,Maharashtra,0
GAP,Gurpa,Gaya,Bihar,4
GAQ,Ganj Khawaja,Chandauli,Uttar Pradesh,0
GAR,Gadarwara,Narsinghpur,Madhya Pradesh,40
GARA,Garha,Sitamarhi,Bihar,2
GATD,Gautamdhara,Ranchi,Jharkhand,0
GAU,Gaur,Basti,Uttar Pradesh,0
GAUR,Gaur,Basti,Uttar Pradesh,4
GAV,Gavadaka,#N/A,,0
GAW,Gainjahwa,Balrampur,Uttar Pradesh,1
GAX,Gaganaposh,#N/A,,0
GAYA,Gaya Jn,Gaya,Bihar,119
GB,Gauri Bazar,Deoria,Uttar Pradesh,12
GBA,Garhbeta,Paschim Medinipur,West Bengal,15
GBB,Gubbi,Tumakuru,Karnataka,0
GBC,Godawari Bridge,#N/A,,0
GBD,Gauribidanur,Chikkaballapura,Karnataka,22
GBE,Gayabari,Darjeeling,West Bengal,1
GBG,Gobardanga,North 24 Parganas,West Bengal,0
GBH,Gurrah Bridge,#N/A,,0
GBHA,Garobigha Halt,Nawada,Bihar,0
GBJ,Golbathan,#N/A,,0
GBK,Gopalpur Balkda,Cuttack,Odisha,1
GBN,Garh Banaili,Purnia,Bihar,0
GBP,Gulabpura,Bhilwara,Rajasthan,2
GBQ,Godbhaga,Bargarh,Odisha,0
GBRA,Gobra,Hooghly,West Bengal,0
GBRI,Gobarwahi,Bhandara,Maharashtra,0
GBRS,Gobarsanda Halt,#N/A,,0
GBX,Govindpur Road,Khunti,Jharkhand,6
GBY,Guabari,#N/A,,0
GC,Ghatkopar,Mumbai Suburban,Maharashtra,0
GCAB,Bhilai G Cabin,Durg,Chhatisgarh,0
GCCN,Gurla C Cabin,Bundi,Rajasthan,0
GCH,Gachhipura,Nagaur,Rajasthan,6
GCN,Gocharan,South 24 Parganas,West Bengal,0
GCT,Ghazipur City,Ghazipur,Uttar Pradesh,50
GD,Gonda Jn,Gonda,Uttar Pradesh,131
GDA,Godhra Jn,Panchmahal,Gujarat,70
GDB,Giddarbaha,Sri Muktsar Sahib,Punjab,12
GDBR,Goonda Bihar,Purulia,West Bengal,0
GDCR,Gadchandur,Chandrapur,Maharashtra,0
GDD,Gadra Road,Barmer,Rajasthan,0
GDE,Garladinne,Anantapur,Andhra Pradesh,0
GDF,Ganidham,#N/A,,0
GDG,Gadag Jn,Gadag,Karnataka,40
GDGN,Gaudgaon,Kalaburagi,Karnataka,1
GDH,Gidnahali,Chikkaballapura,Karnataka,0
GDHA,Godha,Aligarh,Uttar Pradesh,0
GDI,Gudgeri,Dharwad,Karnataka,0
GDJ,Gunda Road Jn,Ballari,Karnataka,0
GDK,Gonda Kachahri,Gonda,Uttar Pradesh,0
GDKP,Ghundankhapa,Chhindwara,Madhya Pradesh,0
GDL,Gondal,Rajkot,Gujarat,20
GDM,Gudma,Gondia,Maharashtra,3
GDN,Gangaikondan,Tirunelveli,Tamil Nadu,0
GDO,Goverdhan,Mathura,Uttar Pradesh,2
GDP,Gudupulli,Chittoor,Andhra Pradesh,4
GDPL,Gundla Pochampalli,Medchal Malkajgiri,Telangana,0
GDPT,Gudaparti,East Godavari,Andhra Pradesh,1
GDQ,Godamgura,Vikarabad,Telangana,2
GDR,Gudur Jn,Sri Potti Sriramulu Nellore,Andhra Pradesh,193
GDRA,Gangadhara,Karimnagar,Telangana,0
GDS,Giddapahar Siding,Darjeeling,West Bengal,0
GDU,Gudru Halt,Balaghat,Madhya Pradesh,0
GDV,Gudivada Jn,Krishna,Andhra Pradesh,35
GDW,Gadhwala,Bikaner,Rajasthan,0
GDX,Ghoksadanga,Cooch Behar,West Bengal,2
GDY,Guindy,Chennai,Tamil Nadu,0
GDYA,Ghoradongri,Betul,Madhya Pradesh,41
GDZ,Gundardehi,Balod,Chhatisgarh,3
GEA,Ghatera,Damoh,Madhya Pradesh,4
GEB,Garh Baruari,Saharsa,Bihar,0
GED,Guledagudda Rd,Bagalkot,Karnataka,6
GEDE,Gede,Nadia,West Bengal,4
GEG,Gir Gadhara,Gir Somnath,Gujarat,0
GEK,Gegal Akhri,Ajmer,Rajasthan,2
GELA,Ghadela,Chhindwara,Madhya Pradesh,0
GEOR,Gunjaria,Uttar Dinajpur,West Bengal,0
GER,Geratpur,Ahmadabad,Gujarat,1
GFAE,Garifa,North 24 Parganas,West Bengal,2
GFB,Gofurabad,#N/A,,0
GG,Gandhigram,Ahmadabad,Gujarat,0
GGA,Ghoga,Bhagalpur,Bihar,12
GGAR,Gangadhara,Surat,Gujarat,0
GGB,Garhmuktesar Br,Hapur,Uttar Pradesh,0
GGC,Gangapur City,Sawai Madhopur,Rajasthan,50
GGD,Gullaguda,Ranga Reddy,Telangana,2
GGG,Gangagarh Halt,Kasganj,Uttar Pradesh,2
GGGS,Garha,Jabalpur,Madhya Pradesh,1
GGH,Ghogardiha,Madhubani,Bihar,0
GGJ,Goshainganj,Ayodhya,Uttar Pradesh,24
GGKR,Govindgarh Khokhar,Sangrur,Punjab,0
GGLE,Gangatikuri,Murshidabad,West Bengal,1
GGM,Gora Ghuma,Ahmadabad,Gujarat,0
GGN,Gurgaon,Gurugram,Haryana,71
GGNC,Ganapur City Gd,#N/A,,0
GGNP,Ganganapalle,Y.S.R.,Andhra Pradesh,0
GGO,Goram Ghat,Pali,Rajasthan,2
GGP,Gangnapur,Nadia,West Bengal,0
GGR,Gangrar,Chittorgarh,Rajasthan,4
GGS,Ghugus,Chandrapur,Maharashtra,0
GGSY,Ganga Sahai,Lakhisarai,Bihar,0
GGT,Ghunghuti,Umaria,Madhya Pradesh,2
GGTA,Ghoraghata,Howrah,West Bengal,0
GGV,Ghovarash Ghona,North 24 Parganas,West Bengal,0
GGVT,Gangavathi,Koppal,Karnataka,2
GGWA,Gangwara,Godda,Jharkhand,0
GGY,Gagariya,Barmer,Rajasthan,0
GH,Ghughuli,Maharajganj,Uttar Pradesh,4
GHA,Golehwala,Faridkot,Punjab,0
GHAA,Ghaghra,Pashchimi Singhbhum,Jharkhand,0
GHAI,Ghatigaon,Gwalior,Madhya Pradesh,0
GHAT,Ghatingaon,Gwalior,Madhya Pradesh,1
GHB,Gahri Bhagi,Bathinda,Punjab,0
GHD,Garwa Road,Garhwa,Jharkhand,35
GHE,Ghevra,North West,Delhi,0
GHER,Gher,Dholpur,Rajasthan,0
GHG,Ghagghar,S.A.S. Nagar,Punjab,0
GHGL,Ghagwal,Samba,Jammu And Kashmir,6
GHH,Garhi Harsaru,Gurugram,Haryana,14
GHI,Gambhirpura,Bharuch,Gujarat,0
GHJ,Gursahaiganj,Kannauj,Uttar Pradesh,8
GHL,Golhalli,Bangalore Rural,Karnataka,0
GHLE,Gadadharpur,Birbhum,West Bengal,0
GHLU,Ghallu,Ferozepur,Punjab,0
GHN,Ghorparan,Jamui,Bihar,0
GHNA,Gohana,Sonipat,Haryana,6
GHNH,Ghantikhal Nidhipur,Cuttack,Odisha,1
GHPU,Gandhipuram Halt,Khammam,Telangana,2
GHQ,Garhwa,Garhwa,Jharkhand,15
GHR,Gidhaur,Jamui,Bihar,19
GHRI,Ghori Halt,Sitapur,Uttar Pradesh,0
GHS,Guru Harsahai,Ferozepur,Punjab,2
GHSR,Ghasara Halt,Auraiya,Uttar Pradesh,0
GHT,Ghaghara Ghat,Bahraich,Uttar Pradesh,0
GHTI,Ghantoli,Vadodara,Gujarat,0
GHUM,Ghum,Darjeeling,West Bengal,3
GHX,Garhara,Begusarai,Bihar,3
GHY,Guwahati,Kamrup Metropolitan,Assam,106
GHZ,Garhara Goods M,#N/A,,0
GI,Guduvancheri,Chengalpattu,Tamil Nadu,0
GIA,Garia,Kolkata,West Bengal,0
GIBP,Ghoghi Bariarpur,Lakhisarai,Bihar,0
GID,Giddalur,Prakasam,Andhra Pradesh,16
GIF,Gani Dham Halt,Bhagalpur,Bihar,0
GIG,Gohari Gram Halt,#N/A,,0
GIHT,Gaighat Halt,Bahraich,Uttar Pradesh,0
GII,Gidni,Jhargram,West Bengal,2
GIL,Gaisal,Uttar Dinajpur,West Bengal,0
GILA,Ghiala,Kangra,Himachal Pradesh,0
GILL,Gill,Ludhiana,Punjab,0
GIM,Gandhidham Jn,Kutch,Gujarat,0
GIMB,Gandhidham Bg,Kutch,Gujarat,43
GIMC,Gandhidham Cabin,Kutch,Gujarat,0
GIN,Ginigera,Koppal,Karnataka,4
GIO,Goriyan,Sikar,Rajasthan,2
GIR,Gainsari Jn,Balrampur,Uttar Pradesh,4
GIS,Garhi Sandra,Dholpur,Rajasthan,0
GIT,Ghorpuri Transh,Pune,Maharashtra,0
GIW,Girdharpur,Sawai Madhopur,Rajasthan,0
GIZ,Gidam,Dakshin Bastar Dantewada,Chhatisgarh,0
GJ,Gangajhari,Gondia,Maharashtra,0
GJD,Gujhandi,Koderma,Jharkhand,6
GJH,Goldinganj,Saran,Bihar,2
GJJ,Gajjelakonda,Prakasam,Andhra Pradesh,0
GJL,Gajraula Jn,Amroha,Uttar Pradesh,22
GJMB,Ganjmuradabad,Unnao,Uttar Pradesh,0
GJN,Gajner,Bikaner,Rajasthan,2
GJR,Gojhariya,Mahesana,Gujarat,0
GJS,Gajsinghpur,Ganganagar,Rajasthan,5
GJT,Gannaghatta,Kolar,Karnataka,0
GJTA,Garudijhatia,Cuttack,Odisha,0
GJUT,Gangsar Jaitu,Faridkot,Punjab,14
GJW,Gajuwala,Fatehabad,Haryana,0
GK,Gola Gokaranath,Lakhimpur Kheri,Uttar Pradesh,4
GKA,Gokhula,Pashchim Champaran,Bihar,0
GKB,Ghataka Varana,Bundi,Rajasthan,0
GKC,Gorakhpur Cant,Gorakhpur,Uttar Pradesh,4
GKD,Gadhakda,Amreli,Gujarat,0
GKG,Gokalgarh,Rewari,Haryana,0
GKH,Guskara,Purba Bardhaman,West Bengal,20
GKHT,Gram Kharika,Vaishali,Bihar,2
GKJ,Golakganj,Dhubri,Assam,4
GKJ2,Gkj2,0,Assam,2
GKK,Gokak Road,Belagavi,Karnataka,2
GKL,Gokulpur,Paschim Medinipur,West Bengal,3
GKM,Gundalukamma,Prakasam,Andhra Pradesh,0
GKP,Gorakhpur Jn,Gorakhpur,Uttar Pradesh,177
GKPE,Gorakhpur East,Gorakhpur,Uttar Pradesh,0
GKPI,Gate Karepalli,Khammam,Telangana,0
GKT,Gankhera Halt,Gondia,Maharashtra,0
GKV,Gottihalli Halt,Kolar,Karnataka,0
GKX,Ghai Kalan,Moga,Punjab,0
GKY,Gorakhpur City,Gorakhpur,Uttar Pradesh,0
GLA,Garla,Mahabubabad,Telangana,4
GLBA,Golabai,Khordha,Odisha,1
GLBN,Gujran Balwa,Muzaffarnagar,Uttar Pradesh,0
GLD,Ghelda,Ahmadabad,Gujarat,0
GLE,Gajulagudem,Bhadradri Kothagudem,Telangana,0
GLG,Gulabhganj,Vidisha,Madhya Pradesh,8
GLGT,Golaghat,Golaghat,Assam,4
GLH,Gulaothi,Bulandshahr,Uttar Pradesh,1
GLI,Galsi,Purba Bardhaman,West Bengal,0
GLK,Gola Ka Mandir,#N/A,,0
GLKN,Gugalwa Kirtan,Churu,Rajasthan,0
GLL,Gill,#N/A,,0
GLMA,Gulma,Darjeeling,West Bengal,2
GLNA,Gulana,Dausa,Rajasthan,0
GLP,Gollaprolu,East Godavari,Andhra Pradesh,1
GLPT,Goalpara Town,Goalpara,Assam,38
GLTA,Gahlota,Ajmer,Rajasthan,2
GLU,Gullipadu,Visakhapatnam,Andhra Pradesh,0
GLV,Gulvanchi,Sangli,Maharashtra,0
GLY,Gollapally,Mahabubnagar,Telangana,0
GM,Garmadi,Patan,Gujarat,0
GMA,Gudimetta,Prakasam,Andhra Pradesh,0
GMAN,Gumani,Sahibganj,Jharkhand,2
GMC,Kanpur Goods Marshal,Kanpur Nagar,Uttar Pradesh,0
GMD,Guramkhedi,Hoshangabad,Madhya Pradesh,2
GMDA,Gumada,Vizianagaram,Andhra Pradesh,2
GMDN,Giri Maidan,Paschim Medinipur,West Bengal,5
GMDP,Gramdadpur,Purba Bardhaman,West Bengal,0
GME,Gummandev,Bharuch,Gujarat,0
GMG,Gumgaon,Nagpur,Maharashtra,0
GMGM,Gomangalam,Coimbatore,Tamil Nadu,4
GMH,Gamharia,Saraikela Kharsawan,Jharkhand,2
GMI,Gond Umri,Gondia,Maharashtra,0
GMIA,Gumia,Bokaro,Jharkhand,4
GMK,Gulma Khola,Darjeeling,West Bengal,0
GMM,Gumman,Solan,Himachal Pradesh,0
GMMG,Gram Masagram,Purba Bardhaman,West Bengal,0
GMN,Goregaon,Mumbai Suburban,Maharashtra,0
GMO,Gomoh Jn,Dhanbad,Jharkhand,62
GMP,Garh Madhupur,#N/A,,0
GMR,Gahmar,Ghazipur,Uttar Pradesh,26
GMS,Garhmuktesar,Hapur,Uttar Pradesh,13
GMTO,Gumto,Papum Pare,Arunachal Pradesh,2
GMU,Gauriyamau,Ayodhya,Uttar Pradesh,0
GMX,Gurmura,Sonbhadra,Uttar Pradesh,0
GMZ,Gumani Hat,Cooch Behar,West Bengal,0
GN,Gopal Nagar,Nadia,West Bengal,0
GNA,Goneana,Bathinda,Punjab,6
GNAN,Gonda Jn,Gonda,Uttar Pradesh,0
GNB,Jnana Bharti Halt,Bangalore,Karnataka,1
GNC,Gandhinagar Capital,Gandhinagar,Gujarat,10
GNCN,Gurla N Cabin,Bundi,Rajasthan,0
GND,Govindgarh Malk,Jaipur,Rajasthan,3
GNDI,Gondwali,Sidhi,Madhya Pradesh,0
GNDM,Gunrajpur Dhama,Saran,Bihar,0
GNG,Gauriganj,Amethi,Uttar Pradesh,30
GNGD,Gangadharpur,Khordha,Odisha,4
GNGL,Gangauli,Jaunpur,Uttar Pradesh,0
GNGR,Gungrana,Ludhiana,Punjab,0
GNGT,Gangatolia,Seoni,Madhya Pradesh,0
GNH,Gangakher,Parbhani,Maharashtra,19
GNHI,Gandhi Halt,Patna,Bihar,0
GNI,Gourandi,Paschim Bardhaman,West Bengal,0
GNJ,Gunji,Belagavi,Karnataka,0
GNJB,Gopinathjew Banikund,Jagatsinghapur,Odisha,2
GNJP,Gokulnagar Joypur,Bankura,West Bengal,0
GNK,Garnokha,Rohtas,Bihar,2
GNL,Gongle,Gondia,Maharashtra,0
GNN,Gangineni,Krishna,Andhra Pradesh,0
GNNA,Gangani,Munger,Bihar,0
GNND,Jnandas Kandra,Purba Bardhaman,West Bengal,0
GNO,Goregaon Road,Mumbai Suburban,Maharashtra,2
GNP,Ghanpur,Jangaon,Telangana,12
GNPR,Gunupur,Rayagada,Odisha,2
GNPT,Ganpatpura,Vadodara,Gujarat,0
GNQ,Godhani,Nagpur,Maharashtra,0
GNR,Gadiganuru,Ballari,Karnataka,0
GNRD,Genoli Road,Bhilwara,Rajasthan,0
GNRL,Gangraul,Bulandshahr,Uttar Pradesh,2
GNS,Ghonsor,Seoni,Madhya Pradesh,1
GNSL,Ghansoli,Thane,Maharashtra,0
GNST,Gandhi Smriti,Navsari,Gujarat,2
GNT,Guntur Jn,Guntur,Andhra Pradesh,79
GNTP,Gntp,#N/A,,0
GNTR,Gauntra Halt,Hardoi,Uttar Pradesh,0
GNU,Ganaur,Sonipat,Haryana,15
GNV,Gandevi,Navsari,Gujarat,0
GNVR,Gondwanavisapur,Chandrapur,Maharashtra,0
GNW,Gangiwara,Chhindwara,Madhya Pradesh,0
GNZ,Gahndran,Jalandhar,Punjab,0
GO,Ghoti,Nashik,Maharashtra,0
GOA,Gohad Road,Bhind,Madhya Pradesh,2
GOC,Ponmalai Golden Rock,Tiruchirappalli,Tamil Nadu,3
GOD,Gidarpindi,Jalandhar,Punjab,0
GOE,Ghograpur,Nalbari,Assam,1
GOEP,Goethals Siding,#N/A,,0
GOF,Ghutiari Sharif,South 24 Parganas,West Bengal,0
GOG,Ghorghat,Munger,Bihar,0
GOGH,Gossaigaon Hat,Kokrajhar,Assam,12
GOGT,Goghat,Hooghly,West Bengal,0
GOH,Garot,Mandsaur,Madhya Pradesh,10
GOI,Gevrai,#N/A,,0
GOIND,Goindwal Sahib,Kapurthala,Punjab,0
GOK,Gokarna Road,Uttara Kannada,Karnataka,10
GOL,Goilkera,Pashchimi Singhbhum,Jharkhand,9
GOLE,Gole,Barmer,Rajasthan,0
GOM,Gogamukh,Dhemaji,Assam,8
GON,Gotegaon,Narsinghpur,Madhya Pradesh,0
GONR,Goner Road,Jaipur,Rajasthan,0
GOP,Gop Jam,Jamnagar,Gujarat,2
GOPA,Ghosipura,Gwalior,Madhya Pradesh,0
GOPG,Gopalganj,Gopalganj,Bihar,2
GOPL,Gundla Pochampalli,Ranga Reddy,Telangana,0
GOR,Gopinathpur,Purba Bardhaman,West Bengal,0
GOS,Ghosrana,Alwar,Rajasthan,0
GOT,Got,Moradabad,Uttar Pradesh,0
GOTD,Gorintada,#N/A,,0
GOTN,Gotan,Nagaur,Rajasthan,34
GOV,Govindpuri,Kanpur Nagar,Uttar Pradesh,0
GOVR,Govindnagar,Basti,Uttar Pradesh,0
GOX,Gobindpur Dugli,Ballia,Uttar Pradesh,1
GOY,Govindpuri,Kanpur Nagar,Uttar Pradesh,8
GOZ,Golsar,Churu,Rajasthan,0
GP,Raj Gangpur,Sundargarh,Odisha,30
GPAE,Guptipara,Hooghly,West Bengal,2
GPB,Ghatprabha,Belagavi,Karnataka,24
GPBN,Gandhi Park Halt,Nizamabad,Telangana,0
GPC,Ghatpindrai,Narsinghpur,Madhya Pradesh,1
GPD,Gummidipundi,Thiruvallur,Tamil Nadu,4
GPDE,Gudipudi,Guntur,Andhra Pradesh,0
GPE,Gogipothia Halt,Araria,Bihar,0
GPF,Gauri Phanta,Lakhimpur Kheri,Uttar Pradesh,0
GPH,Garpos,Sambalpur,Odisha,8
GPI,Gajapatinagaram,Vizianagaram,Andhra Pradesh,4
GPJ,Gorapur,Visakhapatnam,Andhra Pradesh,0
GPK,Gopalapatnam Ca,Visakhapatnam,Andhra Pradesh,0
GPL,Gopalpur,Cooch Behar,West Bengal,1
GPLG,Gopalpurgram,Birbhum,West Bengal,0
GPMA,Gop Mota,#N/A,,0
GPPR,Gopalpur,Kutch,Gujarat,0
GPR,Ghorpuri,Pune,Maharashtra,5
GPRW,Ghorpuri West,Pune,Maharashtra,0
GPS,Gojapur Sankheda,Vadodara,Gujarat,0
GPSA,Ghatparsia Halt,Chhindwara,Madhya Pradesh,0
GPSL,Gokulpur Saboli Halt,North East,Delhi,0
GPT,Gopalapatnam,Visakhapatnam,Andhra Pradesh,0
GPU,Gulapalyamu,Anantapur,Andhra Pradesh,0
GPW,Ghaunspur,Hoshiarpur,Punjab,0
GPX,Gautampura Road,Ujjain,Madhya Pradesh,0
GPY,Gangayaplle,Y.S.R.,Andhra Pradesh,0
GPZ,Gohpur,Biswanath,Assam,6
GQD,Gourdaha (Halt),South 24 Parganas,West Bengal,0
GQL,Gurla,Bundi,Rajasthan,4
GQLC,Gurla C Cabin,Bundi,Rajasthan,0
GQLD,Gurla D Cabin,Bundi,Rajasthan,0
GQLN,Gurla N,Bundi,Rajasthan,0
GQLW,Gurla W,Bundi,Rajasthan,0
GQN,Garhani,Bhojpur,Bihar,2
GQR,Gopal Road,#N/A,,0
GR,Gulbarga,Kalaburagi,Karnataka,1
GRA,Gharaunda,Karnal,Haryana,10
GRAE,Gurap,Hooghly,West Bengal,0
GRAK,Garkha,Kasganj,Uttar Pradesh,0
GRB,Garhdhrubeswar,Purulia,West Bengal,0
GRBH,Garea Bihar,Giridih,Jharkhand,0
GRBL,Garudubilli,Vizianagaram,Andhra Pradesh,2
GRCP,G Ramchandrapur,Kalahandi,Odisha,2
GRD,Giridih,Giridih,Jharkhand,0
GRE,Gola Road,Ramgarh,Jharkhand,0
GRF,Gambhiri Road,Chittorgarh,Rajasthan,0
GRFB,Gambhir Br,Ujjain,Madhya Pradesh,0
GRG,Guwarighat,Jabalpur,Madhya Pradesh,1
GRH,Ghorasahan,Purba Champaran,Bihar,6
GRHM,Gir Hadmatiya,Gir Somnath,Gujarat,0
GRHX,Garra,Balaghat,Madhya Pradesh,0
GRI,Guriya,Pali,Rajasthan,0
GRJ,Gatra Halt,Gondia,Maharashtra,0
GRJA,Gorinja,Devbhoomi Dwarka,Gujarat,0
GRKA,Gurha Kemla,Mahendragarh,Haryana,0
GRKN,Gorakhnath,Jagatsinghapur,Odisha,1
GRL,Goraul,Vaishali,Bihar,11
GRM,Garhmau,Jhansi,Uttar Pradesh,0
GRMA,Ghormara,Deoghar,Jharkhand,2
GRMP,Gangarampur,Dakshin Dinajpur,West Bengal,7
GRMR,Garhi Manikpur,Pratapgarh,Uttar Pradesh,12
GRMT,Gur Market,Kolhapur,Maharashtra,1
GRN,Gurnay,Sangrur,Punjab,0
GRNA,Gurhanwa,Purba Champaran,Bihar,0
GRO,Gurra,Hoshangabad,Madhya Pradesh,2
GRP,Gangpur,Purba Bardhaman,West Bengal,0
GRPA,Garhpura,Begusarai,Bihar,0
GRR,Gorphar,Katihar,Bihar,0
GRRG,Gurli Ramgarhwa,Maharajganj,Uttar Pradesh,0
GRRU,Guraru,Gaya,Bihar,16
GRS,Gurusar Sutlani,Sri Muktsar Sahib,Punjab,0
GRTA,Goratiya,Bharuch,Gujarat,0
GRU,Garopara,Alipurduar,West Bengal,0
GRV,Gohlwar Varpal,Amritsar,Punjab,0
GRW,Ghorawadi,Pune,Maharashtra,0
GRWD,Ghorawadi,Pune,Maharashtra,0
GRX,Gaura,Pratapgarh,Uttar Pradesh,1
GRY,Goraya,Jalandhar,Punjab,5
GRZ,Gurthuri,Jind,Haryana,0
GS,Godhaneshwar,Ahmadabad,Gujarat,0
GSA,Guagachha,Barpeta,Assam,0
GSB,Garna Sahib,Hoshiarpur,Punjab,0
GSD,Ghosunda,Chittorgarh,Rajasthan,1
GSDH,Garsanda Halt,Lakhisarai,Bihar,0
GSGB,Gosaingram,Murshidabad,West Bengal,2
GSGJ,Ghausganj,Hardoi,Uttar Pradesh,0
GSI,Ghosi,Mau,Uttar Pradesh,0
GSK,Ghusia Kalan Halt,Rohtas,Bihar,0
GSL,Godapiasal,Paschim Medinipur,West Bengal,3
GSNG,Gosain Gram,#N/A,,0
GSO,Ghaso,Jind,Haryana,0
GSP,Gurdaspur,Gurdaspur,Punjab,12
GSPR,Gosalpur,Jabalpur,Madhya Pradesh,8
GSQ,Guir Saranga,Purba Bardhaman,West Bengal,0
GSR,Garhshankar,Hoshiarpur,Punjab,0
GSRM,Gauri Sriram,Kushinagar,Uttar Pradesh,0
GSW,Gursar Shnewala,Bathinda,Punjab,0
GSX,Gandhi Smrak Rd,#N/A,,0
GSY,Ghanshyamgadh,#N/A,,0
GT,Ghatkesar,Medchal Malkajgiri,Telangana,2
GTA,Golanthra,Ganjam,Odisha,0
GTBN,Guru Tegh Bahadur Nagar,Mumbai Suburban,Maharashtra,0
GTD,Gourinathdham,Purulia,West Bengal,0
GTE,Gothaj,Kheda,Gujarat,0
GTF,Gumthal,Moradabad,Uttar Pradesh,0
GTG,Gitaldaha,Cooch Behar,West Bengal,0
GTH,Ghanta,#N/A,,0
GTI,Ghutai,Mahoba,Uttar Pradesh,1
GTJT,Getor Jagatpura,Jaipur,Rajasthan,19
GTK,Ghutku,Bilaspur,Chhatisgarh,6
GTKD,Gerita Kolvada,Mahesana,Gujarat,0
GTL,Guntakal Jn,Anantapur,Andhra Pradesh,109
GTLJ,Guntakal Jn,Anantapur,Andhra Pradesh,0
GTLM,Gotlam,Vizianagaram,Andhra Pradesh,0
GTLW,Guntakal West,Anantapur,Andhra Pradesh,0
GTM,Ghatampur,Kanpur Nagar,Uttar Pradesh,6
GTNR,Gomati Nagar,Lucknow,Uttar Pradesh,11
GTP,Ghat Puri,Budaun,Uttar Pradesh,2
GTQ,Gumtali Halt,Jalandhar,Punjab,0
GTR,Mumbai Grant Road,Mumbai Suburban,Maharashtra,0
GTRA,Gotra Halt,Ghaziabad,Uttar Pradesh,2
GTS,Ghatsila,Purbi Singhbhum,Jharkhand,22
GTST,Gautamsthan,Saran,Bihar,1
GTT,Gomta,Rajkot,Gujarat,2
GTU,Ghat Nandur,Beed,Maharashtra,1
GTW,Gatora,Bilaspur,Chhatisgarh,0
GTWD,Ghatwad,Gir Somnath,Gujarat,0
GTX,Gothangam,Surat,Gujarat,0
GTY,Gola Pati,Damoh,Madhya Pradesh,0
GUA,Gua,Pashchimi Singhbhum,Jharkhand,0
GUB,Gularbhoj,Udham Singh Nagar,Uttarakhand,2
GUD,Galudih,Purbi Singhbhum,Jharkhand,4
GUDM,Gudum,Uttar Bastar Kanker,Chhatisgarh,0
GUG,Garh Jaipur,Purulia,West Bengal,2
GUH,Guldhar,Ghaziabad,Uttar Pradesh,1
GUJ,Gunja,Mahesana,Gujarat,0
GUK,Guntakonduru,Krishna,Andhra Pradesh,0
GUL,Gujjangivalasa,Vizianagaram,Andhra Pradesh,0
GULR,Guler,Kangra,Himachal Pradesh,0
GUMA,Guma,North 24 Parganas,West Bengal,0
GUMI,Gorumahisani,Mayurbhanj,Odisha,0
GUNA,Guna,Guna,Madhya Pradesh,56
GUNS,Ghunas,Barnala,Punjab,0
GUP,Gauripur,Dhubri,Assam,4
GUP2,Gup2,0,Assam,2
GUR,Ganagapur Road,Kalaburagi,Karnataka,12
